start season,Sector,Square,Burrow Code,Type CODE,Unique Code,Latitude (N),Longitude (E),occ/sp2011,S/sp2011,occ/su2011,S/su2011,occ/au2011,S/au2011,occ/sp2012,S/sp2012,occ/su2012,S/su2012,occ/au2012,S/au2012,occ/sp2013,Alt(m),tree,bsland_OK,bscode_corrected,bscode_simple,bsland1_OK,bscode1_OK,Bscharact_all,Remark
au2011,9123,RS1,32,B,9123sq1B32,45.51881,75.29836,no data,no data,no data,no data,4,427.2566008882,4,251.3274122872,4,153.9380400259,4,113.0973355292,4,355,1,sand/dune,12HS,7sand,EF,18,18EF,on dune
sp2011,9123,RS2,11,B,9123sq2B11,45.5244061444,75.2942282427,4,962.1127501619,4,380.1327110844,4,392.6990816988,no data,no data,no data,no data,4,314.159265359,4,356,1,sand/dune,12HS,7sand,EF,18,18EF,changed to bs 11 (from 23)
sp2011,9123,RS2,3,B,9123sq2B3,45.5236607417,75.2947076038,3,169.6460032939,no data,no data,4,483.8052686529,no data,0,no data,0,0,0,2,357,1,sand/dune,12HS,7sand,F,18,18F,disappeared
sp2011,9123,RS2,7,B,9123sq2B7,45.5243344791,75.2948892396,2,120.9513171632,2,78.5398163398,no data,0,no data,0,no data,0,0,0,2,359,1,sand/dune,12HS,7sand,F,18,18F,
sp2011,9123,RS2,26,B,9123sq2B26,45.5238719657,75.2926538698,3,176.7145867644,3,113.0973355292,3,153.9380400259,2,132.7322896142,3,95.0331777711,1,95.0331777711,2,357,1,sand/dune,12HS,7sand,F,18,18F,Meriones
sp2011,9123,RS2,28,B,9123sq2B28,45.5247428454,75.2925641835,4,659.7344572539,4,754.767635025,4,490.8738521234,4,572.5552611168,4,572.5552611168,4,345.5751918949,4,354,1,sand/dune,12HS,7sand,F,18,18F,
sp2011,9123,RS2,24,B,9123sq2B24,45.5234977975,75.2929317299,4,301.5928947446,4,176.7145867644,4,226.9800692219,4,230.9070600389,4,254.4690049408,4,226.9800692219,3,357,1,sand/dune,12HS,7sand,F,18,18F,
sp2011,9123,RS2,18,B,9123sq2B18,45.523932483,75.293450905,4,307.0906818884,4,307.0906818884,4,314.159265359,4,314.159265359,3,201.0619298298,4,254.4690049408,4,356,1,sand/dune,12HS,7sand,F,18,18F,
sp2011,9123,RS2,17,B,9123sq2B17,45.5237282161,75.2939679008,4,201.0619298298,4,176.7145867644,4,226.9800692219,2,176.7145867644,3,153.9380400259,4,201.0619298298,2,356,1,sand/dune,12HS,7sand,F,18,18F,Meriones
sp2011,9123,RS2,2,B,9123sq2B2,45.5232528783,75.2949049976,4,183.783170235,4,252.898208614,4,254.4690049408,4,132.7322896142,4,254.4690049408,4,283.5287369865,2,357,1,sand/dune,12HS,7sand,F,18,18F,
sp2011,9123,RS2,6,B,9123sq2B6,45.5240100995,75.2949277963,3,313.3738671956,3,226.9800692219,4,95.0331777711,2,153.9380400259,4,95.0331777711,4,314.159265359,4,359,1,sand/dune,12HS,7sand,F,18,18F,changed from bs3 to bs6_2
sp2011,10512,RS2,15,B,10512sq2B15,45.2791434433,76.1848521419,4,452.389342117,4,226.9800692219,4,314.159265359,3,176.7145867644,4,254.4690049408,4,132.7322896142,4,371,0,alluvial,1CS,1sand,C,1,1C,not on map; Sand ; Meriones
sp2011,10512,RS2,16,B,10512sq2B16,45.2793850936,76.1852134019,2,113.0973355292,1,95.0331777711,2,153.9380400259,0,0,no data,0,0,0,1,371,1,alluvial,1CS,1sand,C,1,1C,Entrances (holes) of a burrow system disappeared; sand; Meriones
sp2011,10512,RS2,36,B,10512sq2B36,45.2793284319,76.1834285595,4,283.5287369865,4,254.4690049408,4,346.3605900583,4,176.7145867644,4,201.0619298298,4,254.4690049408,2,371,1,alluvial,1CS,1sand,C,1,1C,"sand dune; added in Sep201 dataset, changed to burrow 36"
sp2011,10512,RS2,6,B,10512sq2B6,45.279133888,76.1841083318,3,314.159265359,2,176.7145867644,2,314.159265359,3,78.5398163398,3,63.6172512352,2,95.0331777711,2,373,0,alluvial,1CS,1sand,C,1,1C,Sand ; Meriones
sp2011,10512,RS3,8,B,10512sq3B8,45.3051212244,76.1977197044,3,201.0619298298,1,132.7322896142,2,132.7322896142,2,572.5552611168,2,132.7322896142,0,0,2,373,0,alluvial,1CS,1sand,C,1,1C,Sand dune; Meriones; disappeared
sp2011,10512,RS3,20,B,10512sq3B20,45.3049126826,76.1979997437,2,132.7322896142,1,132.7322896142,2,132.7322896142,3,63.6172512352,2,78.5398163398,0,0,2,374,0,alluvial,1CS,1sand,C,1,1C,Sand ; Meriones; disappeared
sp2011,10512,RS3,15,B,10512sq3B15,45.3056814708,76.1996196304,2,254.4690049408,2,283.5287369865,2,254.4690049408,3,254.4690049408,2,176.7145867644,2,153.9380400259,1,372,0,alluvial,1CS,1sand,C,1,1C,riverbed;changed from bs19 to bs11; sand; Meriones
sp2011,10512,RS3,11,B,10512sq3B11,45.3057061974,76.1976552475,3,226.9800692219,2,153.9380400259,2,380.1327110844,2,153.9380400259,2,113.0973355292,3,201.0619298298,2,374,0,alluvial,1CS,1sand,C,1,1C,riverbed deposits; sand; Meriones
sp2011,10512,RS5,13,B,10512sq5B13,45.3070700169,76.1658342741,2,415.4756284373,4,254.4690049408,4,283.5287369865,4,346.3605900583,4,176.7145867644,1,226.9800692219,4,377,1,alluvial,1CS,1sand,C,1,1C,Meriones
sp2011,10512,RS6,16,B,10512sq6B16,45.3063982911,76.1565983389,4,660.5198554173,2,415.4756284373,4,176.7145867644,3,254.4690049408,4,380.1327110844,4,346.3605900583,4,373,1,alluvial,1CS,1sand,C,1,1C,sand dune
sp2011,10512,RS6,19,B,10512sq6B19,45.3070712741,76.1589187849,2,201.0619298298,2,226.9800692219,2,132.7322896142,2,226.9800692219,0,0,0,0,2,376,1,alluvial,1CS,1sand,C,1,1C,missed; bs19; Meriones- sand dune; disappeared
sp2011,10512,RS6,11,B,10512sq6B11,45.3071936499,76.1580515094,3,402.9092578229,4,346.3605900583,3,511.2942043718,2,132.7322896142,1,153.9380400259,0,254.4690049408,2,370,1,alluvial,1CS,1sand,C,1,1C,Sand dune; Meriones
sp2011,10512,RS6,1,B,10512sq6B1,45.3075214662,76.1566630471,3,380.1327110844,3,153.9380400259,4,235.6194490193,4,530.9291584567,4,314.159265359,4,415.4756284373,4,374,0,alluvial,1CS,1sand,C,1,1C,Sand dune
sp2011,10531,RS19,4,B,10531sq19B4,45.0989317708,76.0461769067,2,490.8738521234,2,201.0619298298,3,251.3274122872,2,132.7322896142,1,201.0619298298,3,176.7145867644,4,377,0,alluvial,1CS,1sand,C,1,1C,Meriones; sandy gravel
sp2011,10531,RS19,9,B,10531sq19B9,45.0992469303,76.0456205159,2,176.7145867644,2,132.7322896142,2,163.3628179867,no data,no data,1,0,0,0,2,377,0,alluvial,1CS,1sand,C,1,1C,sand; disappeared
sp2011,10531,RS19,3,B,10531sq19B3,45.0993671268,76.046184618,2,490.8738521234,2,78.5398163398,1,451.6039439536,1,78.5398163398,1,113.0973355292,0,0,1,376,0,alluvial,1CS,1sand,C,1,1C,Meriones
sp2011,7934,RS5,18,B,7934sq5B18,45.701094484,75.1373586617,4,95.0331777711,0,0,0,0,0,0,0,0,0,0,3,349,0,alluvial,1CS,1sand,C,1,1C,added in Sep10; outskirt
sp2011,7934,RS5,7,B,7934sq5B7,45.7016332727,75.1378168166,4,346.3605900583,2,132.7322896142,4,254.4690049408,4,283.5287369865,4,314.159265359,4,314.159265359,4,350,0,alluvial,1CS,1sand,C,1,1C,sand; Meriones
sp2011,9123,RS11,11,B,9123sq11B11,45.5187778641,75.303231664,4,176.7145867644,3,153.9380400259,4,175.929188601,4,153.9380400259,no data,no data,0,0,2,363,0,alluvial,1CS,1sand,C,1,1C,changed to bs 11 (from 10)
sp2011,9123,RS11,2,B,9123sq11B2,45.519675985,75.3028065339,4,706.8583470578,4,314.159265359,4,263.8937829016,2,132.7322896142,4,113.0973355292,4,132.7322896142,2,363,0,alluvial,1CS,1sand,C,1,1C,Meriones
sp2011,9123,RS11,6,B,9123sq11B6,45.5196209159,75.3042466287,4,376.9911184308,3,132.7322896142,4,320.4424506662,3,176.7145867644,4,424.1150082347,4,471.2388980385,4,360,1,alluvial,1CS,1sand,C,1,1C,Meriones
sp2011,9123,RS11,12,B,9123sq11B12,45.5181413423,75.3046938032,4,380.1327110844,4,314.159265359,3,311.0176727054,4,201.0619298298,4,314.159265359,4,283.5287369865,4,359,0,alluvial,1CS,1sand,C,1,1C,lots of meriones tracks
sp2011,11742,RS7,9,B,11742sqRS7B9,44.7575929295,76.4319068938,3,212.0575041173,2,201.0619298298,4,254.4690049408,2,132.7322896142,1,380.1327110844,4,380.1327110844,4,402,1,alluvial/depression,1CS,1sand,CK,1,1CK,Meriones
sp2011,11742,RS7,13,B,11742sqRS7B13,44.7576570511,76.4323367178,4,339.2920065877,3,254.4690049408,3,361.2831551629,2,153.9380400259,1,176.7145867644,0,0,2,404,0,alluvial/depression,1CS,1sand,CK,1,1CK,Meriones; disappeared
sp2011,10531,RS19,5,B,10531sq19B5,45.0987194572,76.0458210949,3,346.3605900583,2,176.7145867644,3,346.3605900583,2,132.7322896142,1,113.0973355292,3,201.0619298298,4,378,1,alluvial/depression,1CS,1sand,CK,1,1CK,outside; Meriones
sp2011,7934,RS15,29,B,7934sq15B29,45.709936386,75.1824377943,4,314.159265359,4,188.4955592154,4,201.0619298298,3,201.0619298298,4,226.9800692219,4,201.0619298298,4,352,0,alluvial/depression,1CS,1sand,CK,1,1CK,sand; Meriones
sp2011,7934,RS15,27,B,7934sq15B27,45.7097312808,75.1822822262,1,201.0619298298,1,63.6172512352,no data,0,0,63.6172512352,no data,no data,4,667.5884388879,1,349,0,alluvial/depression,1CS,1sand,CK,1,1CK,"old; Entrances (holes) of a burrow system disappeared - disappeared, sand - Meriones"
sp2011,7934,RS14,10,B,7934sq14B10,45.682988232,75.1556519978,4,415.4756284373,4,283.5287369865,4,314.159265359,3,380.1327110844,3,254.4690049408,3,314.159265359,4,346,1,dry riverbed,24C,3all,BC,234,234BC,huge
au2011,7934,RS15,34,B,7934sq15B34,45.709027,75.184539,no data,no data,no data,no data,4,226.9800692219,no data,no data,no data,0,0,0,4,349,0,alluvial,24C,3all,C,234,234C,disappeared
sp2011,7934,RS15,2,B,7934sq15B2,45.7097320352,75.1843507122,4,380.1327110844,3,254.4690049408,4,176.7145867644,2,201.0619298298,4,201.0619298298,4,226.9800692219,4,350,1,alluvial,24C,3all,C,234,234C,
sp2011,7934,RS15,3,B,7934sq15B3,45.7100964803,75.1845419873,4,415.4756284373,4,132.7322896142,2,132.7322896142,3,490.8738521234,2,132.7322896142,3,201.0619298298,4,351,1,alluvial,24C,3all,C,234,234C,alluvial; changed from bs 13 to bs 3 - Meriones
sp2011,7934,RS15,5,B,7934sq15B5,45.7105576526,75.1842843276,4,469.6681017117,3,254.4690049408,no data,no data,4,254.4690049408,4,63.6172512352,4,314.159265359,4,350,1,alluvial,24C,3all,C,234,234C,alluvial; Meriones - Now is burrow
sp2011,11742,RS1,10,B,11742sqRS1B11,44.7625720315,76.4310092758,2,201.0619298298,2,415.4756284373,4,252.898208614,2,415.4756284373,2,153.9380400259,1,314.159265359,2,405,0,alluvial,23C,4all,C,23,23C,"bs 10 changed to bs 11=OK, done , Anne"
sp2011,11742,RS1,24,B,11742sqRS1B24,44.7626665793,76.430018954,2,289.0265241303,2,283.5287369865,3,251.3274122872,2,198.7057353396,2,132.7322896142,1,201.0619298298,2,397,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS1,30,B,11742sqRS1B30,44.7628708463,76.429623412,2,379.347312921,2,176.7145867644,3,112.3119373658,2,132.7322896142,2,113.0973355292,1,226.9800692219,2,398,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS1,9,B,11742sqRS1B9,44.7629958205,76.4308273885,2,176.7145867644,2,314.159265359,2,106.0287520587,2,113.0973355292,1,113.0973355292,1,63.6172512352,2,404,0,alluvial,23C,4all,C,23,23C,But still have an ecological centre each #15+#9 have joined at the edges
sp2011,11742,RS1,35,B,11742sqRS1B35,44.7630720958,76.4290790912,2,223.8384765683,1,133.5176877776,2,142.9424657383,2,190.0663555422,1,176.7145867644,1,153.9380400259,2,396,0,alluvial,23C,4all,C,23,23C,"Entrances (holes) of a burrow system disappeared in su2011,sp2012"
sp2011,11742,RS1,25,B,11742sqRS1B25,44.7631909512,76.4298135135,2,132.7322896142,2,no data,4,200.2765316664,4,254.4690049408,4,176.7145867644,4,153.9380400259,2,405,0,alluvial,23C,4all,C,23,23C,Probably only 1 gerbil. A few entrances are fresh.su2012
sp2011,11742,RS1,14,B,11742sqRS1B14,44.7635364532,76.4307281468,2,176.7145867644,2,314.159265359,2,201.0619298298,2,283.5287369865,2,153.9380400259,1,153.9380400259,2,403,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS1,21,B,11742sqRS1B21,44.7635452542,76.4301122446,2,294.5243112741,2,283.5287369865,2,329.867228627,2,226.9800692219,2,201.0619298298,1,153.9380400259,2,405,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS1,29,B,11742sqRS1B29,44.7635478526,76.4295115136,2,153.1526418625,2,226.9800692219,2,138.230076758,2,201.0619298298,2,176.7145867644,1,201.0619298298,2,403,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS1,7,B,11742sqRS1B7,44.7635652032,76.4311282989,2,132.7322896142,1,283.5287369865,2,283.5287369865,1,283.5287369865,1,201.0619298298,1,380.1327110844,1,402,0,alluvial,23C,4all,C,23,23C,"Entrances (holes) of a burrow system disappeared in su2011,sp2012"
sp2011,11742,RS1,31,B,11742sqRS1B31,44.763669055,76.42915654,2,220.8539635474,2,254.4690049408,2,176.7145867644,no data,no data,2,153.1526418625,1,153.9380400259,2,396,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS1,20,B,11742sqRS1B20,44.7638490982,76.4303432498,2,314.159265359,2,415.4756284373,2,314.159265359,2,132.7322896142,2,226.9800692219,1,201.0619298298,1,406,0,alluvial,23C,4all,C,23,23C,disappeared
sp2011,11742,RS1,26,B,11742sqRS1B26,44.7638679575,76.4297857694,2,490.8738521234,2,452.389342117,1,267.0353755552,2,176.7145867644,1,132.7322896142,0,0,2,405,0,alluvial,23C,4all,C,23,23C,disappeared
sp2011,11742,RS1,17,B,11742sqRS1B17,44.7639829572,76.4311692026,4,283.5287369865,4,706.8583470578,2,452.389342117,2,659.7344572539,2,132.7322896142,0,0,2,403,0,alluvial,23C,4all,C,23,23C,disappeared
sp2011,11742,RS1,19,B,11742sqRS1B19,44.7643189877,76.4301874302,3,113.0973355292,2,201.0619298298,2,268.6061718819,2,176.7145867644,2,132.7322896142,1,113.0973355292,2,402,1,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS1,27,B,11742sqRS1B27,44.7644283716,76.4295354858,2,572.5552611168,2,871.7919613712,2,431.9689898686,2,176.7145867644,2,132.7322896142,1,254.4690049408,1,403,1,alluvial,23C,4all,C,23,23C,Meriones
sp2011,11742,RS1,18,B,11742sqRS1B18,44.7644440457,76.4307703916,3,176.7145867644,2,572.5552611168,2,296.8805057643,2,226.9800692219,2,132.7322896142,1,254.4690049408,2,400,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS1,6,B,11742sqRS1B6,44.7644594684,76.4313493297,3,216.7698930977,2,226.9800692219,2,226.1946710585,2,226.9800692219,2,95.0331777711,1,95.0331777711,2,403,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS2,34,B,11742sqRS2B34,44.7646939103,76.4237466082,2,153.9380400259,no data,no data,2,63.6172512352,no data,no data,no data,no data,no data,no data,2,399,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS2,14,B,11742sqRS2B14,44.7639561351,76.4238692354,2,201.0619298298,2,346.3605900583,2,201.0619298298,2,176.7145867644,2,132.7322896142,2,201.0619298298,2,401,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS2,13,B,11742sqRS2B13,44.7650003526,76.4242422301,3,132.7322896142,2,201.0619298298,2,78.5398163398,2,113.0973355292,2,346.3605900583,2,132.7322896142,2,404,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS2,31,B,11742sqRS2B31,44.7636733297,76.4243152365,2,113.0973355292,2,201.0619298298,2,176.7145867644,2,347.1459882217,2,176.7145867644,2,132.7322896142,2,404,1,alluvial,23C,4all,C,23,23C,"bs 31 changed to bs 15, sp2012"
sp2011,11742,RS2,30,B,11742sqRS2B30,44.764153529,76.4243406337,2,201.0619298298,2,153.9380400259,2,50.2654824574,2,176.7145867644,1,113.0973355292,2,132.7322896142,1,404,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS2,24,B,11742sqRS2B24,44.7646830976,76.4252679236,2,95.0331777711,2,132.7322896142,2,283.5287369865,2,78.5398163398,1,63.6172512352,2,38.4845100065,1,405,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS2,11,B,11742sqRS2B11,44.7649281006,76.4256257471,2,283.5287369865,2,490.8738521234,2,201.0619298298,2,201.0619298298,1,153.9380400259,2,176.7145867644,1,402,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS2,22,B,11742sqRS2B22,44.7643779963,76.4256372303,2,314.159265359,2,314.159265359,2,113.0973355292,2,314.159265359,2,201.0619298298,2,132.7322896142,2,405,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS2,2,B,11742sqRS2B2,44.7635228746,76.4256835822,4,424.1150082347,2,132.7322896142,2,282.7433388231,2,176.7145867644,2,113.0973355292,0,113.0973355292,1,407,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS2,38,B,11742sqRS2B38,44.7647184692,76.4260761067,2,254.4690049408,2,201.0619298298,2,415.4756284373,2,254.4690049408,1,226.9800692219,2,254.4690049408,1,404,0,alluvial,23C,4all,C,23,23C,changed from bs38 to bs32
sp2011,11742,RS2,7,B,11742sqRS2B7,44.7639356833,76.4263280667,2,201.0619298298,2,132.7322896142,2,214.4136986075,2,395.8406743523,1,95.0331777711,0,0,2,405,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS2,37,B,11742sqRS2B37,44.7650178708,76.4263377897,2,113.0973355292,2,132.7322896142,2,176.7145867644,2,132.7322896142,2,132.7322896142,2,132.7322896142,1,406,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS2,16,B,11742sqRS2B16,44.7631944716,76.4244383667,2,530.1437602933,2,314.159265359,4,314.159265359,2,207.3451151369,1,207.3451151369,1,207.3451151369,1,406,1,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS2,20,B,11742sqRS2B20,44.763121549,76.4260277431,3,132.7322896142,2,120.9513171632,4,263.8937829016,2,226.9800692219,1,66.7588438888,no data,no data,1,405,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS5,5,B,11742sqRS5B5,44.7897437308,76.4012244344,2,452.389342117,2,226.9800692219,2,380.1327110844,1,226.9800692219,2,254.4690049408,1,201.0619298298,1,402,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS6,10,B,11742sqRS6B10,44.79616,76.4002457634,2,38.4845100065,no data,no data,2,0,1,95.0331777711,1,0,0,0,2,400,1,alluvial,23C,4all,C,23,23C,"ML, outskirts - disappeared"
sp2011,11742,RS6,17,B,11742sqRS6B17,44.79715,76.4010701235,2,63.6172512352,2,50.2654824574,2,132.7322896142,1,95.0331777711,1,95.0331777711,0,0,1,396,0,alluvial,23C,4all,C,23,23C,disappeared
sp2011,11742,RS6,19,B,11742sqRS6B19,44.79728,76.40163,2,346.3605900583,2,176.7145867644,2,212.0575041173,1,153.9380400259,1,0,0,0,1,395,0,alluvial,23C,4all,C,23,23C,disappeared
sp2011,11742,RS6,18,B,11742sqRS6B18,44.79754,76.4015970938,2,95.0331777711,no data,no data,2,112.3119373658,1,113.0973355292,1,50.2654824574,0,0,1,395,1,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS6,12,B,11742sqRS6B12,44.79583,76.4008398727,2,112.3119373658,2,78.5398163398,2,131.9468914508,1,78.5398163398,1,63.6172512352,1,132.7322896142,1,398,1,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS6,1,B,11742sqRS6B1,44.79588,76.399389971,1,392.6990816988,2,153.9380400259,2,311.0176727054,1,226.9800692219,1,176.7145867644,1,176.7145867644,2,395,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS6,20,B,11742sqRS6B20,44.79618,76.3998379,2,400.5530633327,2,153.9380400259,2,197.9203371762,2,201.0619298298,1,113.0973355292,1,132.7322896142,2,399,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS6,9,B,11742sqRS6B9,44.79635,76.400410803,2,213.6283004441,2,415.4756284373,2,469.6681017117,1,226.9800692219,1,153.9380400259,1,153.9380400259,2,398,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS6,8,B,11742sqRS6B8,44.79654,76.399928676,2,314.159265359,2,201.0619298298,2,346.3605900583,2,346.3605900583,1,176.7145867644,1,153.9380400259,2,399,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS6,15,B,11742sqRS6B15,44.79669,76.4012722112,4,314.159265359,2,346.3605900583,2,254.4690049408,2,314.159265359,1,201.0619298298,1,283.5287369865,2,396,1,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS6,22,B,11742sqRS6B22,44.79678,76.4005850628,2,283.5287369865,2,201.0619298298,2,254.4690049408,2,226.9800692219,2,113.0973355292,1,226.9800692219,2,397,0,alluvial,23C,4all,C,23,23C,ML
sp2011,11742,RS6,16,B,11742sqRS6B16,44.79694,76.4009139687,2,78.5398163398,2,63.6172512352,2,86.3937979737,1,78.5398163398,1,63.6172512352,1,78.5398163398,2,397,1,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS6,6,B,11742sqRS6B6,44.79709,76.4000569191,2,28.2743338823,2,63.6172512352,2,112.3119373658,1,78.5398163398,1,50.2654824574,1,63.6172512352,2,400,1,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS6,3,B,11742sqRS6B3,44.79713,76.3996581919,2,176.7145867644,2,226.9800692219,2,200.2765316664,1,201.0619298298,1,113.0973355292,1,113.0973355292,2,397,1,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS6,21,B,11742sqRS6B21,44.79713,76.4006423112,2,153.9380400259,2,95.0331777711,2,213.6283004441,2,176.7145867644,1,95.0331777711,1,113.0973355292,2,398,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS6,14,B,11742sqRS6B14,44.7963,76.4013957605,2,346.3605900583,2,346.3605900583,2,214.4136986075,2,226.9800692219,1,176.7145867644,no data,no data,2,398,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS6,2,B,11742sqRS6B2,44.79668,76.3990007993,1,132.7322896142,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,1,399,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS7,16,B,11742sqRS7B16,44.7564822435,76.431892477,2,125.6637061436,2,113.0973355292,2,77.7544181764,2,78.5398163398,na,0,0,0,1,400,0,alluvial,23C,4all,C,23,23C,disappeared
su2011,11742,RS7,4,B,11742sq7B4,44.75687,76.43114,no data,no data,2,254.4690049408,4,146.8694565553,2,132.7322896142,1,346.3605900583,1,226.9800692219,no data,no data,no data,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS7,29,B,11742sqRS7B29,44.7570696473,76.4313773252,2,117.8097245096,2,153.1526418625,2,146.8694565553,2,176.7145867644,1,176.7145867644,0,0,1,400,0,alluvial,23C,4all,C,23,23C,disappeared
su2011,11742,RS7,30,B,11742sq7B30,44.7573,76.43162,no data,no data,2,201.0619298298,2,325.1548396466,2,132.7322896142,1,226.9800692219,1,201.0619298298,no data,no data,no data,alluvial,23C,4all,C,23,23C,Burrow system was not marked previously; changed from ? To bs 30 - Meriones
sp2011,11742,RS7,2,B,11742sqRS7B2,44.7578947619,76.4312712941,2,175.929188601,2,254.4690049408,2,188.4955592154,2,113.0973355292,1,226.9800692219,1,125.6637061436,2,401,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS7,1,B,11742sqRS7B1,44.7583079059,76.4312520158,4,451.6039439536,2,314.159265359,2,362.8539514896,2,113.0973355292,1,572.5552611168,1,226.9800692219,2,400,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS8,21,B,11742sqRS8B21,44.7956283297,76.40691231,1,38.4845100065,2,132.7322896142,2,38.4845100065,2,113.0973355292,1,50.2654824574,1,50.2654824574,2,406,1,alluvial,23C,4all,C,23,23C,"changed from ? To bs 21, outskirt"
sp2011,11742,RS8,1,B,11742sqRS8B1,44.7956738435,76.4079547673,2,224.6238747317,no data,no data,2,176.7145867644,2,153.9380400259,1,415.4756284373,1,132.7322896142,1,406,1,alluvial,23C,4all,C,23,23C,disappearing
sp2011,11742,RS8,5,B,11742sqRS8B5,44.7957070358,76.406132374,2,132.7322896142,no data,no data,2,153.9380400259,2,176.7145867644,2,387.201294555,no data,no data,2,403,0,alluvial,23C,4all,C,23,23C,bs6 to bs5
sp2011,11742,RS8,7,B,11742sqRS8B7,44.7957600933,76.4054085128,2,314.159265359,2,176.7145867644,2,176.7145867644,2,283.5287369865,2,346.3605900583,2,201.0619298298,2,402,0,alluvial,23C,4all,C,23,23C,Changed from bs1 to bs 7
sp2011,11742,RS8,4,B,11742sqRS8B4,44.7959459201,76.4066758566,2,415.4756284373,2,314.159265359,2,254.4690049408,2,615.7521601036,2,380.1327110844,1,615.7521601036,2,406,0,alluvial,23C,4all,C,23,23C,M libycus
sp2011,11742,RS8,8,B,11742sqRS8B8,44.796011718,76.4059763029,2,176.7145867644,2,201.0619298298,2,113.0973355292,2,201.0619298298,1,153.9380400259,1,201.0619298298,1,403,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS8,10,B,11742sqRS8B10,44.7960979678,76.4077549428,2,572.5552611168,2,314.159265359,2,415.4756284373,2,572.5552611168,2,254.4690049408,1,855.2985999399,2,405,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS8,22,B,11742sqRS8B22,44.7961878218,76.4053827804,2,201.0619298298,no data,no data,2,113.0973355292,2,254.4690049408,no data,no data,no data,no data,1,403,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS8,9,B,11742sqRS8B9,44.7964448109,76.4071590733,2,392.6990816988,2,254.4690049408,2,113.0973355292,2,201.0619298298,2,254.4690049408,1,254.4690049408,2,404,0,alluvial,23C,4all,C,23,23C,M libycus
sp2011,11742,RS8,11,B,11742sqRS8B11,44.79664,76.4079,2,201.0619298298,2,132.7322896142,2,176.7145867644,2,380.1327110844,1,314.159265359,1,254.4690049408,2,404,0,alluvial,23C,4all,C,23,23C,disappearing
sp2011,11742,RS8,12,B,11742sqRS8B12,44.7966739722,76.4060185477,2,254.4690049408,2,153.9380400259,2,226.9800692219,2,226.9800692219,1,314.159265359,1,201.0619298298,2,403,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS8,14,B,11742sqRS8B14,44.7969708592,76.4059598744,2,226.9800692219,2,132.7322896142,2,314.159265359,2,380.1327110844,1,572.5552611168,1,176.7145867644,2,402,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS8,15,B,11742sqRS8B15,44.7969898861,76.4072412159,1,176.7145867644,2,201.0619298298,2,132.7322896142,2,153.9380400259,1,132.7322896142,1,314.159265359,1,402,1,alluvial,23C,4all,C,23,23C,changed from bs 23 to bs 15
sp2011,11742,RS8,20,B,11742sqRS8B20,44.7971788142,76.4057468902,2,63.6172512352,2,50.2654824574,2,153.9380400259,2,132.7322896142,0,0,1,78.5398163398,1,402,1,alluvial,23C,4all,C,23,23C,"79, changed to 76; disappeared"
