start season,Sector,Square,Burrow Code,Type CODE,Unique Code,Latitude (N),Longitude (E),occ/sp2011,S/sp2011,occ/su2011,S/su2011,occ/au2011,S/au2011,occ/sp2012,S/sp2012,occ/su2012,S/su2012,occ/au2012,S/au2012,occ/sp2013,Alt(m),tree,bsland_OK,bscode_corrected,bscode_simple,bsland1_OK,bscode1_OK,Bscharact_all,Remark
sp2011,11742,RS8,19,B,11742sqRS8B19,44.7971842624,76.4066437539,2,142.9424657383,2,176.7145867644,2,78.5398163398,2,226.9800692219,1,176.7145867644,1,201.0619298298,1,402,0,alluvial,23C,4all,C,23,23C,
sp2011,11742,RS8,23,B,11742sq8B23,44.79743,76.40803,2,0,2,95.0331777711,2,78.5398163398,2,113.0973355292,1,176.7145867644,1,201.0619298298,1,404,0,alluvial,23C,4all,C,23,23C,changed from bs 18 to bs 23
sp2011,10512,RS1,40,B,10512sq1B40,45.2816358022,76.1809847318,2,201.0619298298,2,226.9800692219,2,63.6172512352,2,226.9800692219,1,95.0331777711,1,95.0331777711,3,376,0,alluvial,23C,4all,C,23,23C,"added in Sep10, bs40; not marked-sand/low density; changed from not marked to bs 40"
sp2011,10512,RS2,8,B,10512sq2B8,45.2784311492,76.1840620637,3,380.1327110844,2,132.7322896142,2,415.4756284373,2,226.9800692219,2,346.3605900583,3,254.4690049408,2,367,0,alluvial,23C,4all,C,23,23C,Alluvial
sp2011,10512,RS6,30,B,10512sq6B30,45.3066832758,76.1592977308,2,226.9800692219,2,254.4690049408,2,95.0331777711,2,113.0973355292,1,113.0973355292,1,113.0973355292,2,373,1,alluvial,23C,4all,C,23,23C,quite a lot of vegetation regrowth - sand fluvial
sp2011,10531,RS15,17,B,10531sq15B17,45.1088396832,76.0966226365,3,65.9734457254,2,254.4690049408,2,153.9380400259,2,254.4690049408,1,132.7322896142,1,153.9380400259,2,382,1,alluvial,23C,4all,C,23,23C,Meriones; probably outside square
sp2011,10531,RS19,21,B,10531sq19B21,45.0985473767,76.0437872261,3,311.0176727054,no data,no data,2,346.3605900583,2,176.7145867644,2,113.0973355292,1,63.6172512352,2,377,0,alluvial,23C,4all,C,23,23C,
sp2011,10531,RS19,12,B,10531sq19B12,45.0994008221,76.045011906,2,201.0619298298,2,254.4690049408,2,254.4690049408,1,153.9380400259,1,113.0973355292,0,0,2,375,0,alluvial,23C,4all,C,23,23C,Burrow system was not marked previously; Meriones
sp2011,7934,RS11,18,B,7934sq11B18,45.6846663728,75.1705927402,4,572.5552611168,0,226.9800692219,3,153.9380400259,3,254.4690049408,2,201.0619298298,3,226.9800692219,2,350,0,alluvial,23C,4all,C,23,23C,alluvial; Meriones
sp2011,11742,RS2,27,B,11742sqRS2B27,44.7645266913,76.4245519415,2,28.2743338823,2,415.4756284373,2,226.9800692219,2,276.4601535159,2,132.7322896142,2,346.3605900583,1,400,0,alluvial/depression,23C,4all,CK,23,23CK,
sp2011,11742,RS2,28,B,11742sqRS2B28,44.7649059724,76.4249313064,3,201.0619298298,4,660.5198554173,2,226.9800692219,4,283.5287369865,4,153.9380400259,2,176.7145867644,4,399,0,alluvial/depression,23C,4all,CK,23,23CK,
sp2011,11742,RS2,3,B,11742sqRS2B3,44.7631718405,76.4265485946,2,113.0973355292,2,173.5729941108,no data,no data,2,132.7322896142,2,132.7322896142,0,0,2,406,0,alluvial/depression,23C,4all,CK,23,23CK,
sp2011,10512,RS1,16,B,10512sq1B16,45.282922592,76.1808006652,4,346.3605900583,2,314.159265359,1,201.0619298298,2,283.5287369865,2,226.9800692219,2,226.9800692219,2,375,0,alluvial,24C,3all,C,246,246C,"empty, collapsed"
au2011,10531,RS14,21,B,10531sq14B21,45.1069,76.093133,no data,no data,no data,no data,2,78.5398163398,no data,0,no data,no data,0,0,1,387,1,alluvial,24C,3all,C,246,246C,"alluvial, M.lybicus - given nr 21"
sp2011,7934,RS16,23,B,7934sq16B23,45.7071131933,75.1819667313,4,283.5287369865,2,176.7145867644,3,186.9247628886,2,113.0973355292,3,132.7322896142,3,153.9380400259,4,356,0,sand/dune,124LS,2sand,CD,1247,1247CD,
sp2011,7934,RS16,24,B,7934sq16B24,45.7072851062,75.1820745226,3,353.4291735289,2,113.0973355292,2,176.7145867644,1,226.9800692219,2,50.2654824574,3,113.0973355292,2,357,1,sand/dune,124LS,2sand,CD,1247,1247CD,"Orient.- 90°; Meriones; M visited, Not a satellite, Dubyansky says it’s a colony"
au2011,7934,RS16,28,B,7934sq16B28,45.707376,75.184128,no data,no data,no data,no data,3,346.3605900583,3,153.9380400259,4,113.0973355292,3,201.0619298298,2,357,1,sand/dune,124LS,2sand,CD,1247,1247CD,changed from ? To bs 28
sp2011,9123,RS11,8,B,9123sq11B8,45.5189206079,75.3019223269,2,78.5398163398,1,95.0331777711,3,0,2,153.9380400259,4,132.7322896142,2,283.5287369865,2,362,1,sand/dune,124LS,2sand,CD,1247,1247CD,Entrances (holes) of a burrow system disappeared - Meriones
sp2011,11742,RS1,2,B,11742sqRS1B2,44.7631384805,76.4313054923,2,380.1327110844,2,201.0619298298,2,274.8893571891,2,226.9800692219,1,63.6172512352,2,226.9800692219,1,403,0,alluvial,24C,3all,C,24,24C,
sp2011,11742,RS1,32,B,11742sqRS1B32,44.7643294651,76.4289661031,2,132.7322896142,2,132.7322896142,2,188.4955592154,2,113.0973355292,2,201.0619298298,1,226.9800692219,1,403,0,alluvial,24C,3all,C,24,24C,
sp2011,10512,RS1,17,B,10512sq1B17,45.2826299798,76.1808509566,4,346.3605900583,3,176.7145867644,4,201.0619298298,3,176.7145867644,2,176.7145867644,2,254.4690049408,2,375,0,alluvial,24C,3all,C,24,24C,
sp2011,10512,RS5,9,B,10512sq5B9,45.3056366276,76.1656963918,3,176.7145867644,3,113.0973355292,4,42.4115008235,2,113.0973355292,2,132.7322896142,4,78.5398163398,2,377,0,alluvial,24C,3all,C,24,24C,maybe outskirt or becoming one; Meriones
sp2011,10512,RS5,24,B,10512sq5B24,45.3060063533,76.1654191185,3,201.0619298298,2,132.7322896142,2,78.5398163398,1,226.9800692219,1,78.5398163398,3,201.0619298298,2,377,0,alluvial,24C,3all,C,24,24C,"added in Sep10, bs 24; Meriones"
sp2011,10531,RS14,14,B,10531sq14B14,45.1061572228,76.0931838769,2,87.9645943005,2,78.5398163398,2,113.0973355292,2,132.7322896142,no data,no data,no data,no data,2,387,1,alluvial,24C,3all,C,24,24C,changed to bs 14 from bs 17; alluvial
sp2011,10531,RS14,6,B,10531sq14B6,45.1066153776,76.0936345719,3,254.4690049408,4,254.4690049408,3,298.4513020911,4,176.7145867644,2,153.9380400259,3,153.9380400259,2,387,0,alluvial,24C,3all,C,24,24C,alluvial
sp2011,10531,RS14,7,B,10531sq14B7,45.1072250772,76.0935080051,2,314.159265359,4,314.159265359,3,415.4756284373,no data,226.9800692219,2,226.9800692219,3,283.5287369865,2,387,0,alluvial,24C,3all,C,24,24C,alluvial
sp2011,10531,RS14,10,B,10531sq14B10,45.1074050367,76.0927080363,4,49.480084294,2,254.4690049408,2,188.4955592154,2,0,2,95.0331777711,2,0,2,386,1,alluvial,24C,3all,C,24,24C,"very small, sacksaul; outskirt not colony"
sp2011,10531,RS14,9,B,10531sq14B9,45.1078342739,76.0929687135,2,100.5309649149,2,176.7145867644,2,283.5287369865,no data,78.5398163398,2,113.0973355292,1,63.6172512352,2,386,0,alluvial,24C,3all,C,24,24C,Meriones
sp2011,10531,RS21,8,B,10531sq21B8,45.103002945,76.0425678268,2,63.6172512352,no data,no data,2,50.2654824574,2,50.2654824574,1,50.2654824574,0,0,4,379,0,alluvial,24C,3all,C,24,24C,
sp2011,10531,RS21,12,B,10531sq21B12,45.1021025609,76.0415931791,3,226.9800692219,2,346.3605900583,3,201.0619298298,3,201.0619298298,2,226.9800692219,3,226.9800692219,2,378,0,alluvial,24C,3all,C,24,24C,Meriones
sp2011,10531,RS21,11,B,10531sq21B11,45.1030324493,76.0416144691,2,98.9601685881,2,254.4690049408,2,153.9380400259,2,50.2654824574,2,132.7322896142,2,197.9203371762,2,378,1,alluvial,24C,3all,C,24,24C,
sp2011,10531,RS21,9,B,10531sq21B9,45.1028752886,76.0425513145,4,113.0973355292,2,132.7322896142,3,153.9380400259,4,132.7322896142,3,201.0619298298,4,409.9778412935,4,379,0,alluvial,24C,3all,C,24,24C,changed from bs8 to bs9
sp2011,7934,RS16,1,B,7934sq16B1,45.7055343781,75.1840849221,4,314.159265359,2,226.9800692219,3,329.867228627,3,176.7145867644,2,78.5398163398,3,153.9380400259,2,357,1,alluvial,24C,3all,C,24,24C,
sp2011,7934,RS16,6,B,7934sq16B6,45.7058022637,75.182134537,4,226.9800692219,4,226.9800692219,4,289.0265241303,4,176.7145867644,4,380.1327110844,4,176.7145867644,4,358,0,alluvial,24C,3all,C,24,24C,
sp2011,7934,RS16,15,B,7934sq16B15,45.7063234504,75.1841779612,4,530.9291584567,4,113.0973355292,4,226.9800692219,4,132.7322896142,4,113.0973355292,4,226.9800692219,4,358,1,alluvial,24C,3all,C,24,24C,
sp2011,7934,RS16,9,B,7934sq16B9,45.7064761687,75.1814710256,4,314.159265359,4,572.5552611168,4,445.3207586464,4,254.4690049408,4,346.3605900583,4,153.9380400259,3,357,1,alluvial,24C,3all,C,24,24C,
au2011,7934,RS16,31,B,7934sq16B31,45.706631,75.184208,no data,no data,no data,no data,4,0,3,153.9380400259,3,132.7322896142,3,201.0619298298,3,357,1,alluvial,24C,3all,C,24,24C,
sp2011,7934,RS16,20,B,7934sq16B20,45.7070292067,75.1824802905,4,615.7521601036,4,452.389342117,4,490.8738521234,3,452.389342117,4,452.389342117,4,530.9291584567,4,359,0,alluvial,24C,3all,C,24,24C,
sp2011,9123,RS11,9,B,9123sq11B9,45.5187248904,75.3024394903,2,63.6172512352,4,38.4845100065,3,65.9734457254,3,50.2654824574,3,38.4845100065,3,78.5398163398,3,360,1,alluvial,24C,3all,C,24,24C,looks a biy like a satellite
sp2011,9123,RS11,14,B,9123sq11B14,45.5181599502,75.302463714,4,201.0619298298,2,201.0619298298,4,219.9114857513,3,153.9380400259,4,226.9800692219,3,113.0973355292,4,362,0,alluvial,24C,3all,C,24,24C,changed from bs 9 to bs 14
sp2011,9123,RS11,1,B,9123sq11B1,45.5191999767,75.3025700804,3,283.5287369865,2,201.0619298298,4,95.0331777711,4,153.9380400259,4,254.4690049408,4,415.4756284373,3,363,1,alluvial,24C,3all,C,24,24C,Meriones
sp2011,9123,RS11,5,B,9123sq11B5,45.5193894077,75.3036393598,4,283.5287369865,4,314.159265359,4,254.4690049408,3,201.0619298298,4,615.7521601036,4,380.1327110844,2,360,1,alluvial,24C,3all,C,24,24C,is it burrow system 5 or are there two?
sp2011,9123,RS11,7,B,9123sq11B7,45.5192207638,75.3046174441,4,380.1327110844,4,176.7145867644,3,298.4513020911,2,176.7145867644,3,314.159265359,4,153.9380400259,4,359,1,alluvial,24C,3all,C,24,24C,
sp2011,10531,RS14,1,B,10531sq14B1,45.1061185822,76.0945574194,2,318.086256176,3,283.5287369865,3,176.7145867644,2,274.8893571891,2,226.9800692219,3,234.8340508559,2,387,1,alluvial/depression,24C,3all,CK,24,24CK,sand; Meriones
sp2011,10512,RS2,4,B,10512sq2B4,45.2796158474,76.1846767925,3,380.1327110844,2,226.9800692219,2,176.7145867644,2,226.9800692219,3,95.0331777711,1,176.7145867644,3,370,0,alluvial,23C,4all,C,2,2C,Sand 
sp2011,10512,RS5,14,B,10512sq5B14,45.306356214,76.1661430635,2,153.9380400259,1,132.7322896142,2,252.898208614,1,113.0973355292,1,95.0331777711,0,0,2,376,0,alluvial,23C,4all,C,2,2C,Entrances (holes) of a burrow system disappeared; disappeared - Meriones
sp2011,7934,RS14,14,B,7934sq14B14,45.6827110425,75.1563872583,4,660.5198554173,4,226.9800692219,4,373.0641276138,3,346.3605900583,4,132.7322896142,4,452.389342117,4,343,0,dry riverbed,34C,2all,BC,34,34BC,
sp2011,7934,RS14,2,B,7934sq14B2,45.6828857213,75.1550847944,4,490.8738521234,4,314.159265359,4,486.9468613065,4,283.5287369865,4,226.9800692219,4,346.3605900583,4,346,0,dry riverbed,34C,2all,BC,34,34BC,
sp2011,10531,RS15,7,B,10531sq15B7,45.1094532385,76.0975030717,4,252.898208614,2,113.0973355292,2,0,1,95.0331777711,1,63.6172512352,4,153.9380400259,2,381,0,alluvial,34C,2all,C,34,34C,one gerbil very close to other
sp2011,10531,RS15,9,B,10531sq15B9,45.1094658114,76.0971225332,3,95.0331777711,1,38.4845100065,1,78.5398163398,1,50.2654824574,1,50.2654824574,0,0,2,381,1,alluvial,34C,2all,C,34,34C,old; Entrances (holes) of a burrow system disappeared; maybe S small
sp2011,10531,RS15,6,B,10531sq15B6,45.1101293229,76.0976975318,4,201.0619298298,4,415.4756284373,4,433.5397861954,4,201.0619298298,4,314.159265359,4,530.9291584567,4,384,0,alluvial,34C,2all,C,34,34C,"Dissapeared colony/satellite, Mapped for Lisebeth information,"
sp2011,7934,RS14,16,B,7934sq14B16,45.6830311473,75.1561782137,3,245.04422698,3,201.0619298298,3,213.6283004441,2,176.7145867644,3,113.0973355292,3,113.0973355292,2,347,0,alluvial,34C,2all,C,34,34C,ML
sp2011,7934,RS14,4,B,7934sq14B4,45.6834692694,75.1553535182,4,283.5287369865,4,254.4690049408,4,380.1327110844,3,254.4690049408,3,201.0619298298,3,226.9800692219,4,345,0,alluvial,34C,2all,C,34,34C,
sp2011,7934,RS15,9,B,7934sq15B9,45.7104234584,75.1835574489,3,415.4756284373,2,314.159265359,3,63.6172512352,2,254.4690049408,3,132.7322896142,3,176.7145867644,1,351,0,alluvial,34C,2all,C,34,34C,alluvial; Meriones
sp2011,7934,RS16,4,B,7934sq16B4,45.7059495337,75.1832627412,4,78.5398163398,2,113.0973355292,2,132.7322896142,2,63.6172512352,1,78.5398163398,1,95.0331777711,2,356,1,alluvial,34C,2all,C,34,34C,changed from bs 4 to bs30; Meriones
sp2011,7934,RS16,11,B,7934sq16B11,45.7062165812,75.1825692225,4,314.159265359,4,346.3605900583,4,353.4291735289,3,283.5287369865,4,380.1327110844,4,314.159265359,2,358,1,alluvial,34C,2all,C,34,34C,
sp2011,7934,RS16,13,B,7934sq16B13,45.7062531263,75.1836933196,2,380.1327110844,2,132.7322896142,3,226.9800692219,2,78.5398163398,2,78.5398163398,1,132.7322896142,2,356,1,alluvial,34C,2all,C,34,34C,"Sandier, M visited on border   "
sp2011,9123,RS5,21,B,9123sq5B21,45.5667992122,75.3172356449,4,226.9800692219,4,252.898208614,3,254.4690049408,3,306.305283725,3,226.1946710585,3,224.6238747317,4,358,0,alluvial,34C,2all,C,34,34C,Orient.- 250°; alluvial
sp2011,9123,RS16,15,B,9123sq16B15,45.5669964384,75.325135421,4,307.0906818884,4,402.9092578229,4,259.1813939212,3,380.1327110844,4,535.6415474371,4,518.3627878424,4,355,no data,alluvial,34C,2all,C,34,34C,"M visited, Colonies #8 and #9 have possibly become one"
sp2011,11742,RS5,7,B,11742sqRS5B7,44.7881743871,76.4006623439,2,346.3605900583,2,490.8738521234,2,240.3318379996,2,201.0619298298,2,530.9291584567,1,132.7322896142,2,400,0,alluvial,23C,4all,C,3,3C,M.lybicus
sp2011,11742,RS5,12,B,11742sqRS5B12,44.7883590404,76.3993759733,2,314.159265359,2,223.8384765683,2,298.4513020911,2,153.9380400259,1,132.7322896142,1,346.3605900583,2,400,0,alluvial,23C,4all,C,3,3C,
sp2011,11742,RS5,18,B,11742sqRS5B18,44.7884780634,76.4001385588,2,254.4690049408,2,530.9291584567,2,530.1437602933,2,314.159265359,2,201.0619298298,1,283.5287369865,2,400,0,alluvial,23C,4all,C,3,3C,
sp2011,11742,RS5,2,B,11742sqRS5B2,44.7887110803,76.4012254402,2,254.4690049408,2,415.4756284373,2,328.2964323002,2,153.9380400259,2,380.1327110844,1,254.4690049408,2,403,1,alluvial,23C,4all,C,3,3C,
sp2011,11742,RS5,20,B,11742sqRS5B20,44.7887814883,76.4018528257,2,176.7145867644,2,176.7145867644,2,362.8539514896,2,254.4690049408,2,132.7322896142,1,132.7322896142,2,403,0,alluvial,23C,4all,C,3,3C,
sp2011,11742,RS5,13,B,11742sqRS5B13,44.7889542393,76.3993066549,2,176.7145867644,2,254.4690049408,2,201.0619298298,2,201.0619298298,1,113.0973355292,1,283.5287369865,2,400,1,alluvial,23C,4all,C,3,3C,
sp2011,11742,RS5,11,B,11742sqRS5B11,44.789068317,76.3996443618,2,201.0619298298,1,452.389342117,2,414.6902302739,2,415.4756284373,1,415.4756284373,1,201.0619298298,1,399,0,alluvial,23C,4all,C,3,3C,
sp2011,11742,RS5,3,B,11742sqRS5B3,44.7891470231,76.401808653,2,226.9800692219,2,176.7145867644,2,289.0265241303,2,132.7322896142,2,346.3605900583,1,153.9380400259,2,403,0,alluvial,23C,4all,C,3,3C,
sp2011,11742,RS5,10,B,11742sqRS5B10,44.7893166728,76.3999654725,2,153.9380400259,2,176.7145867644,2,164.9336143135,2,201.0619298298,2,63.6172512352,1,201.0619298298,2,400,0,alluvial,23C,4all,C,3,3C,
sp2011,11742,RS5,4,B,11742sqRS5B4,44.7893806268,76.4011225104,3,226.9800692219,2,314.159265359,2,132.7322896142,2,380.1327110844,2,1017.8760197632,1,201.0619298298,2,404,1,alluvial,23C,4all,C,3,3C,M.lybicus
sp2011,11742,RS5,16,B,11742sqRS5B16,44.7895230353,76.4017861057,2,346.3605900583,2,314.159265359,2,283.5287369865,1,201.0619298298,2,201.0619298298,1,176.7145867644,2,402,0,alluvial,23C,4all,C,3,3C,
sp2011,11742,RS5,14,B,11742sqRS5B14,44.7895616759,76.3995648175,2,201.0619298298,2,314.159265359,2,200.2765316664,2,226.9800692219,2,95.0331777711,1,615.7521601036,2,400,0,alluvial,23C,4all,C,3,3C,but still have an ecological centre each #15+#9 have joined at the edges
sp2011,11742,RS5,19,B,11742sqRS5B19,44.7900042403,76.4003384672,4,176.7145867644,2,254.4690049408,2,490.8738521234,2,226.9800692219,1,201.0619298298,1,452.389342117,4,402,0,alluvial,23C,4all,C,3,3C,
su2011,11742,RS5,15,B,11742sq5B15,44.79006,76.39935,no data,no data,1,176.7145867644,2,283.5287369865,2,226.9800692219,1,201.0619298298,1,298.4513020911,1,400,0,alluvial,23C,4all,C,3,3C,
sp2011,11742,RS5,9,B,11742sqRS5B9,44.7900753189,76.3996716868,4,226.9800692219,2,380.1327110844,2,353.4291735289,2,226.9800692219,1,113.0973355292,1,314.159265359,2,401,0,alluvial,23C,4all,C,3,3C,
sp2011,11742,RS5,21,B,11742sqRS5B21,44.7882622294,76.401798008,2,63.6172512352,2,176.7145867644,2,153.9380400259,2,132.7322896142,2,63.6172512352,2,132.7322896142,2,399,1,alluvial,23C,4all,C,3,3C,
sp2011,11742,RS5,17,B,11742sqRS5B17,44.7890570015,76.4006035868,2,346.3605900583,2,490.8738521234,2,451.6039439536,2,226.9800692219,2,380.1327110844,na,490.8738521234,2,402,0,alluvial,23C,4all,C,3,3C,
sp2011,7934,RS14,33,B,7934sq14B33,45.6843972299,75.1570486743,4,415.4756284373,4,201.0619298298,4,314.159265359,4,153.9380400259,4,176.7145867644,4,283.5287369865,4,346,0,alluvial,23C,4all,C,3,3C,
sp2011,10512,RS2,13,B,10512sq2B13,45.2780491021,76.1843942385,4,226.9800692219,2,254.4690049408,4,254.4690049408,2,530.9291584567,3,132.7322896142,4,201.0619298298,4,369,0,alluvial,4C,1all,C,4,4C,
sp2011,10512,RS2,7,B,10512sq2B7,45.2787671797,76.183589492,3,176.7145867644,2,283.5287369865,2,226.9800692219,3,176.7145867644,2,176.7145867644,3,132.7322896142,2,368,0,alluvial,4C,1all,C,4,4C,sand; M.lybicus
sp2011,10512,RS3,5,B,10512sq3B5,45.3038844746,76.1987146363,2,226.1946710585,2,530.9291584567,2,296.8805057643,2,226.9800692219,1,106.0287520587,1,254.4690049408,1,374,0,alluvial,4C,1all,C,4,4C,Alluvial
sp2011,10531,RS15,4,B,10531sq15B4,45.1094636321,76.098072622,3,254.4690049408,2,113.0973355292,2,226.9800692219,1,132.7322896142,1,78.5398163398,3,176.7145867644,2,381,0,alluvial,4C,1all,C,4,4C,Meriones
sp2011,10531,RS15,16,B,10531sq15B16,45.109780049,76.0967796296,no data,120.1659189998,1,95.0331777711,0,95.0331777711,no data,no data,1,0,0,0,0,382,0,alluvial,4C,1all,C,4,4C,Entrances (holes) of a burrow system disappeared; disappeared
sp2011,10531,RS15,11,B,10531sq15B11,45.1098575816,76.0975391138,1,12.5663706144,1,78.5398163398,0,314.159265359,1,63.6172512352,1,0,0,0,2,384,1,alluvial,4C,1all,C,4,4C,Entrances (holes) of a burrow system disappeared; Meriones lybicus - disappeared
sp2011,10531,RS15,15,B,10531sq15B15,45.1100712363,76.0967368819,2,153.9380400259,2,201.0619298298,2,380.1327110844,1,113.0973355292,2,0,1,95.0331777711,2,383,0,alluvial,4C,1all,C,4,4C,#17 is also  a satellite
sp2011,10531,RS15,12,B,10531sq15B12,45.1102554705,76.0970450845,3,176.7145867644,3,95.0331777711,2,38.4845100065,1,132.7322896142,3,113.0973355292,4,153.9380400259,3,384,1,alluvial,4C,1all,C,4,4C,#18 is a satellite
sp2011,10531,RS15,5,B,10531sq15B5,45.1104277186,76.0979918204,1,122.52211349,1,201.0619298298,2,0,1,176.7145867644,1,63.6172512352,0,0,2,382,1,alluvial,4C,1all,C,4,4C,old 5/6 years
sp2011,10531,RS15,19,B,10531sq15B19,45.110502569,76.0960105062,4,245.04422698,4,615.7521601036,3,0,4,452.389342117,2,93.4623814443,3,346.3605900583,2,385,0,alluvial,4C,1all,C,4,4C,
sp2011,10531,RS15,14,B,10531sq15B14,45.1105613261,76.0970391333,3,153.9380400259,2,132.7322896142,0,0,1,50.2654824574,1,0,0,0,2,385,1,alluvial,4C,1all,C,4,4C,"collapsed, dissappeared"
sp2011,10531,RS15,13,B,10531sq15B13,45.110623436,76.0974096134,1,113.0973355292,1,63.6172512352,0,153.9380400259,1,78.5398163398,1,0,0,0,1,383,1,alluvial,4C,1all,C,4,4C,Entrances (holes) of a burrow system disappeared
su2011,10531,RS21,15,B,10531sq21B15,45.1026,76.04246,no data,no data,2,113.0973355292,4,95.0331777711,0,0,0,0,0,0,1,378,0,alluvial,4C,1all,C,4,4C,changed from bs9 to bs15; disappeared
sp2011,7934,RS5,5,B,7934sq5B5,45.7009679172,75.1395199355,4,235.6194490193,2,176.7145867644,3,113.0973355292,4,176.7145867644,1,63.6172512352,1,226.9800692219,2,352,0,alluvial,4C,1all,C,4,4C,alluvial
sp2011,7934,RS5,20,B,7934sq5B20,45.7015899383,75.1393590868,4,132.7322896142,4,176.7145867644,3,113.0973355292,4,95.0331777711,3,50.2654824574,1,153.9380400259,2,350,1,alluvial,4C,1all,C,4,4C,added in Sep10; alluvial - Meriones
sp2011,7934,RS5,19,B,7934sq5B19,45.7017391361,75.1393992361,1,176.7145867644,2,78.5398163398,1,95.0331777711,1,113.0973355292,1,50.2654824574,1,78.5398163398,2,350,0,alluvial,4C,1all,C,4,4C,added in Sep10; Meriones lybicus; very old - changed from 19 to bs 23; alluvial
sp2012,7934,RS5,23,B,7934sq5B23,45.70202,75.13955,no data,no data,no data,no data,no data,no data,2,380.1327110844,3,176.7145867644,2,283.5287369865,2,351,0,alluvial,4C,1all,C,4,4C,changed to burrow system instead of burrow system/satellite; Alluvial
sp2011,7934,RS5,13,B,7934sq5B13,45.7022081036,75.1395564806,4,1378.3737767626,4,314.159265359,4,113.0973355292,3,314.159265359,4,226.9800692219,3,95.0331777711,2,352,1,alluvial,4C,1all,C,4,4C,alluvial
su2011,7934,RS5,16,B,7934sq5B16,45.70263,75.13682,no data,no data,4,314.159265359,4,415.4756284373,4,380.1327110844,3,452.389342117,4,660.5198554173,2,350,1,alluvial,4C,1all,C,4,4C,Meriones
sp2011,7934,RS14,13,B,7934sq14B13,45.6824486051,75.1558585279,3,153.9380400259,4,226.9800692219,4,268.6061718819,4,357.3561643459,4,804.247719319,4,357.3561643459,4,344,0,alluvial,4C,1all,C,4,4C,ML
sp2011,7934,RS14,27,B,7934sq14B27,45.6824584957,75.1569634303,4,346.3605900583,4,176.7145867644,4,176.7145867644,3,283.5287369865,3,153.9380400259,4,176.7145867644,4,345,1,alluvial,4C,1all,C,4,4C,outside
sp2011,7934,RS14,25,B,7934sq14B25,45.6827650219,75.1568853948,4,226.9800692219,4,153.9380400259,4,214.4136986075,4,226.9800692219,no data,no data,no data,153.9380400259,4,344,0,alluvial,4C,1all,C,4,4C,
sp2011,7934,RS14,24,B,7934sq14B24,45.6828728132,75.1570892427,3,153.9380400259,2,95.0331777711,2,153.9380400259,3,176.7145867644,4,176.7145867644,3,113.0973355292,3,347,1,alluvial,4C,1all,C,4,4C,
sp2011,7934,RS14,18,B,7934sq14B18,45.6830281299,75.1567952894,3,63.6172512352,3,95.0331777711,4,132.7322896142,3,132.7322896142,3,78.5398163398,3,50.2654824574,2,345,0,alluvial,4C,1all,C,4,4C,"EPE changed to 15, was 21, 5"
sp2011,7934,RS14,29,B,7934sq14B29,45.6830664352,75.1576583739,4,346.3605900583,4,176.7145867644,4,314.159265359,4,201.0619298298,4,226.9800692219,3,132.7322896142,4,345,0,alluvial,4C,1all,C,4,4C,
sp2011,7934,RS14,3,B,7934sq14B3,45.6831835303,75.1549869776,3,153.9380400259,3,78.5398163398,no data,0,2,254.4690049408,3,63.6172512352,2,50.2654824574,4,347,0,alluvial,4C,1all,C,4,4C,ML
sp2011,7934,RS14,17,B,7934sq14B17,45.6832665112,75.1561424229,4,176.7145867644,4,153.9380400259,4,226.9800692219,4,283.5287369865,4,153.9380400259,4,201.0619298298,4,347,0,alluvial,4C,1all,C,4,4C,
sp2011,7934,RS14,23,B,7934sq14B23,45.6833108515,75.1570537873,3,283.5287369865,4,132.7322896142,4,346.3605900583,4,254.4690049408,3,113.0973355292,4,132.7322896142,4,347,0,alluvial,4C,1all,C,4,4C,
sp2011,7934,RS14,5,B,7934sq14B5,45.6835215725,75.1548883226,3,226.9800692219,3,95.0331777711,2,113.0973355292,3,95.0331777711,2,153.9380400259,1,176.7145867644,2,345,0,alluvial,4C,1all,C,4,4C,ML
sp2011,7934,RS14,9,B,7934sq14B9,45.6835680082,75.155937653,3,380.1327110844,4,214.4136986075,4,551.349510705,4,314.159265359,4,226.9800692219,4,314.159265359,4,346,0,alluvial,4C,1all,C,4,4C,
sp2011,7934,RS14,20,B,7934sq14B20,45.6838822458,75.1563700754,4,176.7145867644,4,254.4690049408,3,314.159265359,3,176.7145867644,3,113.0973355292,3,132.7322896142,2,346,0,alluvial,4C,1all,C,4,4C,
sp2011,7934,RS14,21,B,7934sq14B21,45.6839700881,75.1568358578,4,201.0619298298,4,283.5287369865,4,314.159265359,3,132.7322896142,4,132.7322896142,4,95.0331777711,4,347,0,alluvial,4C,1all,C,4,4C,
sp2011,7934,RS14,31,B,7934sq14B31,45.684128087,75.157571286,4,346.3605900583,3,254.4690049408,3,176.7145867644,3,176.7145867644,3,153.9380400259,3,132.7322896142,4,347,0,alluvial,4C,1all,C,4,4C,
sp2011,7934,RS14,8,B,7934sq14B8,45.6841765344,75.1554104313,4,113.0973355292,4,254.4690049408,4,176.7145867644,4,254.4690049408,3,132.7322896142,3,78.5398163398,4,345,0,alluvial,4C,1all,C,4,4C,
sp2011,7934,RS14,7,B,7934sq14B7,45.6842942163,75.1549792662,3,63.6172512352,no data,no data,2,95.0331777711,1,63.6172512352,1,63.6172512352,1,63.6172512352,2,346,0,alluvial,4C,1all,C,4,4C,
